config_id,optimizer,learning_rate,dropout,hidden_sizes,total_params,epoch,train_loss,validation_accuracy,elapsed_sec
SGD_lr0.05_do0.0_h256-128,SGD,0.05,0.0,256-128,235914,1,0.40142160893794465,94.54,1.4104151249921415
SGD_lr0.05_do0.0_h256-128,SGD,0.05,0.0,256-128,235914,2,0.18105910963531402,96.06,2.826186082995264
SGD_lr0.05_do0.0_h256-128,SGD,0.05,0.0,256-128,235914,3,0.13302905827651074,96.64,4.207973124983255
SGD_lr0.05_do0.0_h256-128,SGD,0.05,0.0,256-128,235914,4,0.10524419517896677,97.14,5.599610874982318
SGD_lr0.05_do0.0_h256-128,SGD,0.05,0.0,256-128,235914,5,0.08556667219444367,97.14,6.9957545419747476
SGD_lr0.05_do0.0_h256-128,SGD,0.05,0.0,256-128,235914,6,0.07096122662801338,97.38,8.415009000978898
SGD_lr0.05_do0.0_h256-128,SGD,0.05,0.0,256-128,235914,7,0.06019714559516065,97.52,9.877040166975348
SGD_lr0.05_do0.0_h256-128,SGD,0.05,0.0,256-128,235914,8,0.05102525958769459,97.49,11.351028166973265
SGD_lr0.05_do0.0_h256-128,SGD,0.05,0.0,256-128,235914,9,0.043101194547715015,97.54,12.7535284999758
SGD_lr0.05_do0.0_h256-128,SGD,0.05,0.0,256-128,235914,10,0.03789920724882387,97.61999999999999,14.146417790980195
SGD_lr0.05_do0.0_h256-128,SGD,0.05,0.0,256-128,235914,11,0.03197463362764798,97.6,15.60612845698779
SGD_lr0.05_do0.0_h256-128,SGD,0.05,0.0,256-128,235914,12,0.02847055579964469,97.65,17.013313623989234
SGD_lr0.05_do0.0_h256-128,SGD,0.05,0.0,256-128,235914,13,0.024376520381089582,97.75,18.43012345698662
SGD_lr0.05_do0.0_h256-128,SGD,0.05,0.0,256-128,235914,14,0.02079329855047217,97.65,19.83396399798221
SGD_lr0.05_do0.0_h256-128,SGD,0.05,0.0,256-128,235914,15,0.01876021607948674,97.74000000000001,21.440937580977334
SGD_lr0.05_do0.0_h256-128,SGD,0.05,0.0,256-128,235914,16,0.01702892037338066,97.77,22.98023153898248
SGD_lr0.05_do0.0_h256-128,SGD,0.05,0.0,256-128,235914,17,0.015349003846165951,97.74000000000001,24.363658455986297
SGD_lr0.05_do0.0_h256-128,SGD,0.05,0.0,256-128,235914,18,0.01349403098943233,97.7,25.884251246985514
SGD_lr0.05_do0.0_h256-128,SGD,0.05,0.0,256-128,235914,19,0.012482651336439008,97.77,27.295481913984986
SGD_lr0.05_do0.0_h256-128,SGD,0.05,0.0,256-128,235914,20,0.010975146008787713,97.83,28.83268928898906
SGD_lr0.05_do0.1_h512-256,SGD,0.05,0.1,512-256,537354,1,0.42805790858725407,94.64,2.690369499992812
SGD_lr0.05_do0.1_h512-256,SGD,0.05,0.1,512-256,537354,2,0.20921020231352772,96.07,5.520194041993818
SGD_lr0.05_do0.1_h512-256,SGD,0.05,0.1,512-256,537354,3,0.1593574136883842,96.63000000000001,8.25130129198078
SGD_lr0.05_do0.1_h512-256,SGD,0.05,0.1,512-256,537354,4,0.13066285059007446,96.91,10.99806066697056
SGD_lr0.05_do0.1_h512-256,SGD,0.05,0.1,512-256,537354,5,0.11132591408942218,97.15,14.423902041977271
SGD_lr0.05_do0.1_h512-256,SGD,0.05,0.1,512-256,537354,6,0.09725149132485121,97.32,17.457866333978018
SGD_lr0.05_do0.1_h512-256,SGD,0.05,0.1,512-256,537354,7,0.08591646972111441,97.48,20.122101499975543
SGD_lr0.05_do0.1_h512-256,SGD,0.05,0.1,512-256,537354,8,0.0768612630229102,97.63,22.908845333979116
SGD_lr0.05_do0.1_h512-256,SGD,0.05,0.1,512-256,537354,9,0.06758488832735257,97.7,25.632379624978057
SGD_lr0.05_do0.1_h512-256,SGD,0.05,0.1,512-256,537354,10,0.06290798302380782,97.83,28.309961541977827
SGD_lr0.05_do0.1_h512-256,SGD,0.05,0.1,512-256,537354,11,0.057088685658692434,97.85000000000001,30.871390916974633
SGD_lr0.05_do0.1_h512-256,SGD,0.05,0.1,512-256,537354,12,0.05153705572154252,97.78999999999999,33.66946024997742
SGD_lr0.05_do0.1_h512-256,SGD,0.05,0.1,512-256,537354,13,0.04689976346234172,97.95,36.46437379097915
SGD_lr0.05_do0.1_h512-256,SGD,0.05,0.1,512-256,537354,14,0.043861190720288115,98.00999999999999,39.11781674998929
SGD_lr0.05_do0.1_h512-256,SGD,0.05,0.1,512-256,537354,15,0.03933038986914572,98.03,41.742788541989285
SGD_lr0.05_do0.1_h512-256,SGD,0.05,0.1,512-256,537354,16,0.0372658833518359,98.02,44.3891873749817
SGD_lr0.05_do0.1_h512-256,SGD,0.05,0.1,512-256,537354,17,0.03518541080787247,98.00999999999999,47.00361558397708
SGD_lr0.05_do0.1_h512-256,SGD,0.05,0.1,512-256,537354,18,0.03191564387638123,98.02,49.72726241698547
SGD_lr0.05_do0.1_h512-256,SGD,0.05,0.1,512-256,537354,19,0.030139426398008658,98.09,52.38435766698967
SGD_lr0.05_do0.1_h512-256,SGD,0.05,0.1,512-256,537354,20,0.028348161704995375,98.09,55.06878045898338
SGD_lr0.05_do0.1_h384-192,SGD,0.05,0.1,384-192,378442,1,0.44319170985562784,94.62,1.962221291003516
SGD_lr0.05_do0.1_h384-192,SGD,0.05,0.1,384-192,378442,2,0.21411393503282705,95.95,3.8471477909915848
SGD_lr0.05_do0.1_h384-192,SGD,0.05,0.1,384-192,378442,3,0.16736023843954914,96.38,5.921642415996757
SGD_lr0.05_do0.1_h384-192,SGD,0.05,0.1,384-192,378442,4,0.13788671876445627,96.87,8.108462083007907
SGD_lr0.05_do0.1_h384-192,SGD,0.05,0.1,384-192,378442,5,0.11689895970692199,97.11999999999999,10.294078165999963
SGD_lr0.05_do0.1_h384-192,SGD,0.05,0.1,384-192,378442,6,0.10173099573484014,97.27,12.393789874011418
SGD_lr0.05_do0.1_h384-192,SGD,0.05,0.1,384-192,378442,7,0.09100507151191374,97.28999999999999,15.42779483301274
SGD_lr0.05_do0.1_h384-192,SGD,0.05,0.1,384-192,378442,8,0.08194328313903942,97.47,18.105724000008195
SGD_lr0.05_do0.1_h384-192,SGD,0.05,0.1,384-192,378442,9,0.07335423612877151,97.57000000000001,20.027272167004412
SGD_lr0.05_do0.1_h384-192,SGD,0.05,0.1,384-192,378442,10,0.0680259627235591,97.72,21.845210792002035
SGD_lr0.05_do0.1_h384-192,SGD,0.05,0.1,384-192,378442,11,0.06261161320342735,97.71,23.65479966699786
SGD_lr0.05_do0.1_h384-192,SGD,0.05,0.1,384-192,378442,12,0.05743296562137465,97.83,25.66082550000283
SGD_lr0.05_do0.1_h384-192,SGD,0.05,0.1,384-192,378442,13,0.05203004988887296,97.87,27.83126925000397
SGD_lr0.05_do0.1_h384-192,SGD,0.05,0.1,384-192,378442,14,0.04924899148065808,97.92,29.96211537500494
SGD_lr0.05_do0.1_h384-192,SGD,0.05,0.1,384-192,378442,15,0.04567159805345905,97.91,31.946545500002685
SGD_lr0.05_do0.1_h384-192,SGD,0.05,0.1,384-192,378442,16,0.043026480469325765,97.92,33.975956958005554
SGD_lr0.05_do0.1_h384-192,SGD,0.05,0.1,384-192,378442,17,0.03833709110224021,97.99,36.11013966699829
SGD_lr0.05_do0.1_h384-192,SGD,0.05,0.1,384-192,378442,18,0.035395464788465336,97.89,38.22802579200652
SGD_lr0.05_do0.1_h384-192,SGD,0.05,0.1,384-192,378442,19,0.035046286859367046,98.06,40.15810670799692
SGD_lr0.05_do0.1_h384-192,SGD,0.05,0.1,384-192,378442,20,0.03287706706014475,98.02,42.052168542009895
SGD_lr0.05_do0.1_h256-128,SGD,0.05,0.1,256-128,235914,1,0.4900513481224512,93.93,1.28547591700044
SGD_lr0.05_do0.1_h256-128,SGD,0.05,0.1,256-128,235914,2,0.24026111219221188,95.46,3.068105751008261
SGD_lr0.05_do0.1_h256-128,SGD,0.05,0.1,256-128,235914,3,0.18624994046811422,96.2,4.456522626016522
SGD_lr0.05_do0.1_h256-128,SGD,0.05,0.1,256-128,235914,4,0.15650862843979105,96.66,6.1217052090214565
SGD_lr0.05_do0.1_h256-128,SGD,0.05,0.1,256-128,235914,5,0.13590820756208968,96.77,7.614733167021768
SGD_lr0.05_do0.1_h256-128,SGD,0.05,0.1,256-128,235914,6,0.11994185196715644,97.04,8.932255833016825
SGD_lr0.05_do0.1_h256-128,SGD,0.05,0.1,256-128,235914,7,0.10914614694981285,97.26,10.375437208014773
SGD_lr0.05_do0.1_h256-128,SGD,0.05,0.1,256-128,235914,8,0.09776039460540385,97.31,11.686354375022347
SGD_lr0.05_do0.1_h256-128,SGD,0.05,0.1,256-128,235914,9,0.08854347469389572,97.49,13.061308416028623
SGD_lr0.05_do0.1_h256-128,SGD,0.05,0.1,256-128,235914,10,0.08265578422378934,97.57000000000001,14.332421874030842
SGD_lr0.05_do0.1_h256-128,SGD,0.05,0.1,256-128,235914,11,0.07556629533162074,97.63,15.76869504104252
SGD_lr0.05_do0.1_h256-128,SGD,0.05,0.1,256-128,235914,12,0.07288208991454094,97.72,17.03584462404251
SGD_lr0.05_do0.1_h256-128,SGD,0.05,0.1,256-128,235914,13,0.06637621911917414,97.67,18.452234082040377
SGD_lr0.05_do0.1_h256-128,SGD,0.05,0.1,256-128,235914,14,0.062402543175022425,97.87,19.730652915037354
SGD_lr0.05_do0.1_h256-128,SGD,0.05,0.1,256-128,235914,15,0.05597417704905026,97.82,20.967220331032877
SGD_lr0.05_do0.1_h256-128,SGD,0.05,0.1,256-128,235914,16,0.05542117080381295,97.89,22.239907539027627
SGD_lr0.05_do0.1_h256-128,SGD,0.05,0.1,256-128,235914,17,0.051979589398627575,97.83,23.448010664025787
SGD_lr0.05_do0.1_h256-128,SGD,0.05,0.1,256-128,235914,18,0.048710893803448584,97.91,24.831807706024847
SGD_lr0.05_do0.1_h256-128,SGD,0.05,0.1,256-128,235914,19,0.04660080149744335,97.89,26.09971795603633
SGD_lr0.05_do0.1_h256-128,SGD,0.05,0.1,256-128,235914,20,0.0413293999617584,98.05,27.42787403902912
SGD_lr0.05_do0.2_h512-256,SGD,0.05,0.2,512-256,537354,1,0.5143275834944641,93.97,2.5051962500001537
SGD_lr0.05_do0.2_h512-256,SGD,0.05,0.2,512-256,537354,2,0.2594037134218561,95.41,5.424612084010732
SGD_lr0.05_do0.2_h512-256,SGD,0.05,0.2,512-256,537354,3,0.20498665875137423,96.17999999999999,8.057352209012606
SGD_lr0.05_do0.2_h512-256,SGD,0.05,0.2,512-256,537354,4,0.1721919555920318,96.71,10.61878104301286
SGD_lr0.05_do0.2_h512-256,SGD,0.05,0.2,512-256,537354,5,0.1495069470145931,96.84,13.359123335001641
SGD_lr0.05_do0.2_h512-256,SGD,0.05,0.2,512-256,537354,6,0.1352384018786093,96.99,15.96637033499428
SGD_lr0.05_do0.2_h512-256,SGD,0.05,0.2,512-256,537354,7,0.12123713534119346,97.22,18.739048917996115
SGD_lr0.05_do0.2_h512-256,SGD,0.05,0.2,512-256,537354,8,0.11055449489593297,97.39,21.44514641800197
SGD_lr0.05_do0.2_h512-256,SGD,0.05,0.2,512-256,537354,9,0.10275416609010246,97.5,24.254518377012573
SGD_lr0.05_do0.2_h512-256,SGD,0.05,0.2,512-256,537354,10,0.09689636742674654,97.6,27.256853586019133
SGD_lr0.05_do0.2_h512-256,SGD,0.05,0.2,512-256,537354,11,0.09025624293812827,97.6,30.399313919013366
SGD_lr0.05_do0.2_h512-256,SGD,0.05,0.2,512-256,537354,12,0.08302956488135994,97.67,34.08160308601509
SGD_lr0.05_do0.2_h512-256,SGD,0.05,0.2,512-256,537354,13,0.07792536242749815,97.8,36.7509549610113
SGD_lr0.05_do0.2_h512-256,SGD,0.05,0.2,512-256,537354,14,0.0726282047100023,97.8,39.41483254401828
SGD_lr0.05_do0.2_h512-256,SGD,0.05,0.2,512-256,537354,15,0.06968097163784916,97.96000000000001,42.17210850202537
SGD_lr0.05_do0.2_h512-256,SGD,0.05,0.2,512-256,537354,16,0.06534104096621635,97.96000000000001,45.19188896102423
SGD_lr0.05_do0.2_h512-256,SGD,0.05,0.2,512-256,537354,17,0.06144441043955536,98.0,47.83089933602605
SGD_lr0.05_do0.2_h512-256,SGD,0.05,0.2,512-256,537354,18,0.057366934461027516,97.94,50.61349608602177
SGD_lr0.05_do0.2_h512-256,SGD,0.05,0.2,512-256,537354,19,0.05617936066210607,98.05,53.28378391903243
SGD_lr0.05_do0.2_h512-256,SGD,0.05,0.2,512-256,537354,20,0.05230219854991327,97.98,56.0051927940367
SGD_lr0.05_do0.2_h384-192,SGD,0.05,0.2,384-192,378442,1,0.5378634586584433,93.89,1.9198966250114609
SGD_lr0.05_do0.2_h384-192,SGD,0.05,0.2,384-192,378442,2,0.26937513563302623,95.44,3.7945433340064483
SGD_lr0.05_do0.2_h384-192,SGD,0.05,0.2,384-192,378442,3,0.2172845590201208,95.95,5.743630542012397
SGD_lr0.05_do0.2_h384-192,SGD,0.05,0.2,384-192,378442,4,0.18237188776646532,96.49,7.602948625004501
SGD_lr0.05_do0.2_h384-192,SGD,0.05,0.2,384-192,378442,5,0.15933130756290945,96.71,9.513616917000036
SGD_lr0.05_do0.2_h384-192,SGD,0.05,0.2,384-192,378442,6,0.14213544998947775,96.91,11.466424584010383
SGD_lr0.05_do0.2_h384-192,SGD,0.05,0.2,384-192,378442,7,0.1316054302221952,97.04,13.610784084012266
SGD_lr0.05_do0.2_h384-192,SGD,0.05,0.2,384-192,378442,8,0.11830058877864064,97.21,15.890500918001635
SGD_lr0.05_do0.2_h384-192,SGD,0.05,0.2,384-192,378442,9,0.1109144847830865,97.45,18.04403754300438
SGD_lr0.05_do0.2_h384-192,SGD,0.05,0.2,384-192,378442,10,0.10256965288231647,97.53,20.235913418000564
SGD_lr0.05_do0.2_h384-192,SGD,0.05,0.2,384-192,378442,11,0.09866217964255859,97.57000000000001,22.479304000997217
SGD_lr0.05_do0.2_h384-192,SGD,0.05,0.2,384-192,378442,12,0.09033127285541764,97.55,24.54209429299226
SGD_lr0.05_do0.2_h384-192,SGD,0.05,0.2,384-192,378442,13,0.08459989064082582,97.72999999999999,26.583715959990514
SGD_lr0.05_do0.2_h384-192,SGD,0.05,0.2,384-192,378442,14,0.08086390244118226,97.78,28.738150252000196
SGD_lr0.05_do0.2_h384-192,SGD,0.05,0.2,384-192,378442,15,0.07769398540557865,97.85000000000001,30.75620258600975
SGD_lr0.05_do0.2_h384-192,SGD,0.05,0.2,384-192,378442,16,0.07250147457697122,97.86,32.87987746101862
SGD_lr0.05_do0.2_h384-192,SGD,0.05,0.2,384-192,378442,17,0.06780155118122363,97.92,35.541773252014536
SGD_lr0.05_do0.2_h384-192,SGD,0.05,0.2,384-192,378442,18,0.06461496437890847,97.92999999999999,37.838668710013735
SGD_lr0.05_do0.2_h384-192,SGD,0.05,0.2,384-192,378442,19,0.06365566163183761,97.95,40.37421204301063
SGD_lr0.05_do0.2_h384-192,SGD,0.05,0.2,384-192,378442,20,0.059896033712129745,98.0,42.612847293014056
SGD_lr0.05_do0.2_h256-128,SGD,0.05,0.2,256-128,235914,1,0.5970884850132272,93.02,1.6304605000041192
SGD_lr0.05_do0.2_h256-128,SGD,0.05,0.2,256-128,235914,2,0.3022890760583236,94.86,3.198870292006177
SGD_lr0.05_do0.2_h256-128,SGD,0.05,0.2,256-128,235914,3,0.2405749807869929,95.74000000000001,4.860435917013092
SGD_lr0.05_do0.2_h256-128,SGD,0.05,0.2,256-128,235914,4,0.20655989488912993,96.24000000000001,6.544869834004203
SGD_lr0.05_do0.2_h256-128,SGD,0.05,0.2,256-128,235914,5,0.1853637275659017,96.48,8.277570250007557
SGD_lr0.05_do0.2_h256-128,SGD,0.05,0.2,256-128,235914,6,0.16569458871047982,96.74000000000001,10.174104250007076
SGD_lr0.05_do0.2_h256-128,SGD,0.05,0.2,256-128,235914,7,0.15312571631547361,96.97,11.753094250016147
SGD_lr0.05_do0.2_h256-128,SGD,0.05,0.2,256-128,235914,8,0.13978560253900957,97.05,13.338556666014483
SGD_lr0.05_do0.2_h256-128,SGD,0.05,0.2,256-128,235914,9,0.13033760483983056,97.24000000000001,14.979447458012146
SGD_lr0.05_do0.2_h256-128,SGD,0.05,0.2,256-128,235914,10,0.1233580146977968,97.39,16.62401516601676
SGD_lr0.05_do0.2_h256-128,SGD,0.05,0.2,256-128,235914,11,0.11402063412556968,97.45,18.23934908301453
SGD_lr0.05_do0.2_h256-128,SGD,0.05,0.2,256-128,235914,12,0.11119061065251237,97.54,19.89129004100687
SGD_lr0.05_do0.2_h256-128,SGD,0.05,0.2,256-128,235914,13,0.10467595396064082,97.49,21.52038241601258
SGD_lr0.05_do0.2_h256-128,SGD,0.05,0.2,256-128,235914,14,0.09963166325032304,97.67,23.21064774901606
SGD_lr0.05_do0.2_h256-128,SGD,0.05,0.2,256-128,235914,15,0.09151121965702333,97.72,24.75884916500945
SGD_lr0.05_do0.2_h256-128,SGD,0.05,0.2,256-128,235914,16,0.08961855532209632,97.85000000000001,26.421256623012596
SGD_lr0.05_do0.2_h256-128,SGD,0.05,0.2,256-128,235914,17,0.08461238216168952,97.71,27.994677415015758
SGD_lr0.05_do0.2_h256-128,SGD,0.05,0.2,256-128,235914,18,0.08242486668226437,97.92,29.511875498006702
SGD_lr0.05_do0.2_h256-128,SGD,0.05,0.2,256-128,235914,19,0.07794778499196883,97.89,31.17672124800447
SGD_lr0.05_do0.2_h256-128,SGD,0.05,0.2,256-128,235914,20,0.07421778142116194,97.89,33.01365624800383
SGD_lr0.1_do0.0_h512-256,SGD,0.1,0.0,512-256,537354,1,0.2736562010166253,96.35000000000001,3.0418974589993013
SGD_lr0.1_do0.0_h512-256,SGD,0.1,0.0,512-256,537354,2,0.11363251732734492,97.00999999999999,5.772609042003751
SGD_lr0.1_do0.0_h512-256,SGD,0.1,0.0,512-256,537354,3,0.07462143326531469,97.46000000000001,8.675505959006841
SGD_lr0.1_do0.0_h512-256,SGD,0.1,0.0,512-256,537354,4,0.051631952883533394,97.54,11.561926542010042
SGD_lr0.1_do0.0_h512-256,SGD,0.1,0.0,512-256,537354,5,0.03699993146600747,97.6,14.50598854200507
SGD_lr0.1_do0.0_h512-256,SGD,0.1,0.0,512-256,537354,6,0.026988275587425406,97.68,17.469190750009147
SGD_lr0.1_do0.0_h512-256,SGD,0.1,0.0,512-256,537354,7,0.020363030804988618,97.74000000000001,20.724746250009048
SGD_lr0.1_do0.0_h512-256,SGD,0.1,0.0,512-256,537354,8,0.015537843523100737,97.85000000000001,23.447170958010247
SGD_lr0.1_do0.0_h512-256,SGD,0.1,0.0,512-256,537354,9,0.011891514156214063,97.78999999999999,26.529428124020342
SGD_lr0.1_do0.0_h512-256,SGD,0.1,0.0,512-256,537354,10,0.009626664858027625,97.82,29.596235207020072
SGD_lr0.1_do0.0_h512-256,SGD,0.1,0.0,512-256,537354,11,0.00826194738279667,97.89999999999999,32.34869516501203
SGD_lr0.1_do0.0_h512-256,SGD,0.1,0.0,512-256,537354,12,0.006813824641111427,97.75,35.54690216502058
SGD_lr0.1_do0.0_h512-256,SGD,0.1,0.0,512-256,537354,13,0.005778575045153586,97.81,38.26837783101655
SGD_lr0.1_do0.0_h512-256,SGD,0.1,0.0,512-256,537354,14,0.0051620155336956405,97.88,41.291582539022784
SGD_lr0.1_do0.0_h512-256,SGD,0.1,0.0,512-256,537354,15,0.004475140780790597,97.92999999999999,44.023883039015345
SGD_lr0.1_do0.0_h512-256,SGD,0.1,0.0,512-256,537354,16,0.004160002625367541,97.95,46.76354053901741
SGD_lr0.1_do0.0_h512-256,SGD,0.1,0.0,512-256,537354,17,0.0037633156927442007,97.83,49.492180206027115
SGD_lr0.1_do0.0_h512-256,SGD,0.1,0.0,512-256,537354,18,0.0031947630630297487,97.8,52.405861247025314
SGD_lr0.1_do0.0_h512-256,SGD,0.1,0.0,512-256,537354,19,0.0028805739811517445,97.84,55.41459295502864
SGD_lr0.1_do0.0_h512-256,SGD,0.1,0.0,512-256,537354,20,0.002642881374175962,97.81,58.42888303802465
SGD_lr0.1_do0.0_h384-192,SGD,0.1,0.0,384-192,378442,1,0.27885300969692195,96.1,2.356882209001924
SGD_lr0.1_do0.0_h384-192,SGD,0.1,0.0,384-192,378442,2,0.1156919972579671,96.93,4.739983667997876
SGD_lr0.1_do0.0_h384-192,SGD,0.1,0.0,384-192,378442,3,0.07804641958112045,97.36,7.350859501006198
SGD_lr0.1_do0.0_h384-192,SGD,0.1,0.0,384-192,378442,4,0.05534944887314625,97.46000000000001,9.795392710002488
SGD_lr0.1_do0.0_h384-192,SGD,0.1,0.0,384-192,378442,5,0.03979300941893379,97.74000000000001,12.214292502001626
SGD_lr0.1_do0.0_h384-192,SGD,0.1,0.0,384-192,378442,6,0.029801035336094954,97.71,14.606670544002554
SGD_lr0.1_do0.0_h384-192,SGD,0.1,0.0,384-192,378442,7,0.022292530778136532,97.74000000000001,17.043191377000767
SGD_lr0.1_do0.0_h384-192,SGD,0.1,0.0,384-192,378442,8,0.018061325331957596,97.74000000000001,19.5419300020003
SGD_lr0.1_do0.0_h384-192,SGD,0.1,0.0,384-192,378442,9,0.013752204472941076,97.76,21.92072104300314
SGD_lr0.1_do0.0_h384-192,SGD,0.1,0.0,384-192,378442,10,0.011169621620380472,97.76,24.222393958989414
SGD_lr0.1_do0.0_h384-192,SGD,0.1,0.0,384-192,378442,11,0.00922657544714945,97.87,26.605768376000924
SGD_lr0.1_do0.0_h384-192,SGD,0.1,0.0,384-192,378442,12,0.007935657613999971,97.67,29.23451287599164
SGD_lr0.1_do0.0_h384-192,SGD,0.1,0.0,384-192,378442,13,0.006592200681638912,97.86,32.79488008498447
SGD_lr0.1_do0.0_h384-192,SGD,0.1,0.0,384-192,378442,14,0.005702854329771184,97.76,38.70344620998367
SGD_lr0.1_do0.0_h384-192,SGD,0.1,0.0,384-192,378442,15,0.005203807493922883,97.78,44.22850425199431
SGD_lr0.1_do0.0_h384-192,SGD,0.1,0.0,384-192,378442,16,0.004598233129986763,97.81,51.79390516899002
SGD_lr0.1_do0.0_h384-192,SGD,0.1,0.0,384-192,378442,17,0.00386279290743862,97.77,58.055522543989355
SGD_lr0.1_do0.0_h384-192,SGD,0.1,0.0,384-192,378442,18,0.0038054705794110374,97.83,63.33403795998311
SGD_lr0.1_do0.0_h384-192,SGD,0.1,0.0,384-192,378442,19,0.0032629991052690968,97.88,68.68897879398719
SGD_lr0.1_do0.0_h384-192,SGD,0.1,0.0,384-192,378442,20,0.0029462390219155833,97.81,75.31498862698209
SGD_lr0.1_do0.0_h256-128,SGD,0.1,0.0,256-128,235914,1,0.30621055289034055,95.92,7.332102041997132
SGD_lr0.1_do0.0_h256-128,SGD,0.1,0.0,256-128,235914,2,0.13005403664475138,96.86,13.91640537600324
SGD_lr0.1_do0.0_h256-128,SGD,0.1,0.0,256-128,235914,3,0.08968408151488887,97.34,21.98792075100937
SGD_lr0.1_do0.0_h256-128,SGD,0.1,0.0,256-128,235914,4,0.06641620138574324,97.57000000000001,30.949946250999346
SGD_lr0.1_do0.0_h256-128,SGD,0.1,0.0,256-128,235914,5,0.050274707297807225,97.58,35.9959079179971
SGD_lr0.1_do0.0_h256-128,SGD,0.1,0.0,256-128,235914,6,0.03832856395021988,97.65,39.79558350099251
SGD_lr0.1_do0.0_h256-128,SGD,0.1,0.0,256-128,235914,7,0.030141401411896078,97.66,44.229793416991015
SGD_lr0.1_do0.0_h256-128,SGD,0.1,0.0,256-128,235914,8,0.02401155621088269,97.72999999999999,48.54887787500047
SGD_lr0.1_do0.0_h256-128,SGD,0.1,0.0,256-128,235914,9,0.01881215280115453,97.8,55.574660124999355
SGD_lr0.1_do0.0_h256-128,SGD,0.1,0.0,256-128,235914,10,0.01591993267429702,97.78999999999999,61.39485429099295
SGD_lr0.1_do0.0_h256-128,SGD,0.1,0.0,256-128,235914,11,0.012570923729074828,97.66,64.28567274898523
SGD_lr0.1_do0.0_h256-128,SGD,0.1,0.0,256-128,235914,12,0.010869860300148445,97.72,67.99263841599168
SGD_lr0.1_do0.0_h256-128,SGD,0.1,0.0,256-128,235914,13,0.009079996067651476,97.92999999999999,71.79067279100127
SGD_lr0.1_do0.0_h256-128,SGD,0.1,0.0,256-128,235914,14,0.007415094684585783,97.88,74.89150891600002
SGD_lr0.1_do0.0_h256-128,SGD,0.1,0.0,256-128,235914,15,0.006949475116309838,97.87,77.73694579099538
SGD_lr0.1_do0.0_h256-128,SGD,0.1,0.0,256-128,235914,16,0.006240676836730923,97.95,80.28391612399719
SGD_lr0.1_do0.0_h256-128,SGD,0.1,0.0,256-128,235914,17,0.005587997109772725,97.75,82.89020033199631
SGD_lr0.1_do0.0_h256-128,SGD,0.1,0.0,256-128,235914,18,0.004851675806010185,97.76,85.77256478999334
SGD_lr0.1_do0.0_h256-128,SGD,0.1,0.0,256-128,235914,19,0.0043262293148395095,97.89,88.61438849798287
SGD_lr0.1_do0.0_h256-128,SGD,0.1,0.0,256-128,235914,20,0.003868441713600883,97.97,91.05586470598064
SGD_lr0.1_do0.1_h512-256,SGD,0.1,0.1,512-256,537354,1,0.330418970500505,96.1,3.9298749169975054
SGD_lr0.1_do0.1_h512-256,SGD,0.1,0.1,512-256,537354,2,0.15572108279882757,96.88,8.396415541996248
SGD_lr0.1_do0.1_h512-256,SGD,0.1,0.1,512-256,537354,3,0.11323851574802116,97.24000000000001,11.879656375997001
SGD_lr0.1_do0.1_h512-256,SGD,0.1,0.1,512-256,537354,4,0.08818197500754843,97.50999999999999,14.479609875997994
SGD_lr0.1_do0.1_h512-256,SGD,0.1,0.1,512-256,537354,5,0.07324748939300658,97.68,17.25377391699294
SGD_lr0.1_do0.1_h512-256,SGD,0.1,0.1,512-256,537354,6,0.06123272389350249,97.71,19.987382458988577
SGD_lr0.1_do0.1_h512-256,SGD,0.1,0.1,512-256,537354,7,0.052401495895422485,97.85000000000001,22.78586579299008
SGD_lr0.1_do0.1_h512-256,SGD,0.1,0.1,512-256,537354,8,0.04518502089648973,97.98,26.10636366799008
SGD_lr0.1_do0.1_h512-256,SGD,0.1,0.1,512-256,537354,9,0.03863411338307913,97.94,28.968075751981814
SGD_lr0.1_do0.1_h512-256,SGD,0.1,0.1,512-256,537354,10,0.03468755189852522,98.06,32.18423875197186
SGD_lr0.1_do0.1_h512-256,SGD,0.1,0.1,512-256,537354,11,0.030961585898812354,98.06,35.20602100196993
SGD_lr0.1_do0.1_h512-256,SGD,0.1,0.1,512-256,537354,12,0.027024495477857548,98.16,38.12687254397315
SGD_lr0.1_do0.1_h512-256,SGD,0.1,0.1,512-256,537354,13,0.024259657758000312,98.17,41.15706362697529
SGD_lr0.1_do0.1_h512-256,SGD,0.1,0.1,512-256,537354,14,0.022980879051410198,98.22,44.213057460976415
SGD_lr0.1_do0.1_h512-256,SGD,0.1,0.1,512-256,537354,15,0.019624074857203005,98.25,47.30780637796852
SGD_lr0.1_do0.1_h512-256,SGD,0.1,0.1,512-256,537354,16,0.018982233017988782,98.14,50.31564483596594
SGD_lr0.1_do0.1_h512-256,SGD,0.1,0.1,512-256,537354,17,0.017531256553807006,98.2,53.6885703359585
SGD_lr0.1_do0.1_h512-256,SGD,0.1,0.1,512-256,537354,18,0.015117182521571324,98.21,56.627437044953695
SGD_lr0.1_do0.1_h512-256,SGD,0.1,0.1,512-256,537354,19,0.014755012527721325,98.32,59.500784002957516
SGD_lr0.1_do0.1_h512-256,SGD,0.1,0.1,512-256,537354,20,0.014060800605775924,98.18,62.36739308695542
SGD_lr0.1_do0.1_h384-192,SGD,0.1,0.1,384-192,378442,1,0.3400132535306885,95.77,2.488226624991512
